History_ID,Customer_ID,Service,Booking_Date,Amount_Spent
HIST015970,CUST01490,Body Scrub,2025-07-23,283.74
HIST015971,CUST01490,Spa,2025-08-24,265.18
HIST015972,CUST01490,Spa,2025-10-16,172.33
HIST015973,CUST01490,Spa,2026-01-12,241.4
HIST015974,CUST01491,Facial,2023-10-03,127.52
HIST015975,CUST01491,Spa,2023-11-14,133.68
HIST015976,CUST01491,Facial,2023-12-31,89.81
HIST015977,CUST01491,Facial,2024-01-27,115.8
HIST015978,CUST01491,Facial,2024-03-09,145.93
HIST015979,CUST01491,Facial,2024-04-19,109.14
HIST015980,CUST01491,Facial,2024-05-04,115.16
HIST015981,CUST01491,Facial,2024-06-08,145.93
HIST015982,CUST01491,Facial,2024-07-20,107.15
HIST015983,CUST01491,Facial,2024-08-31,100.84
HIST015984,CUST01491,Facial,2024-09-28,111.65
HIST015985,CUST01491,Facial,2024-11-15,119.01
HIST015986,CUST01491,Facial,2024-12-25,106.35
HIST015987,CUST01491,Facial,2025-02-14,145.93
HIST015988,CUST01491,Facial,2025-03-17,99.8
HIST015989,CUST01491,Facial,2025-05-03,124.26
HIST015990,CUST01491,Facial,2025-06-24,137.2
HIST015991,CUST01491,Facial,2025-07-14,82.09
HIST015992,CUST01491,Spa,2025-08-16,78.78
HIST015993,CUST01492,Makeup,2023-10-05,129.9
HIST015994,CUST01492,Makeup,2023-11-02,135.51
HIST015995,CUST01492,Skin Care,2023-12-11,134.61
HIST015996,CUST01492,Makeup,2023-12-31,187.0
HIST015997,CUST01492,Makeup,2024-01-20,243.66
HIST015998,CUST01492,Makeup,2024-02-08,149.69
HIST015999,CUST01492,Makeup,2024-03-13,133.5
HIST016000,CUST01492,Makeup,2024-04-01,148.94
HIST016001,CUST01492,Hair Styling,2024-04-15,127.17
HIST016002,CUST01492,Makeup,2024-05-15,130.38
HIST016003,CUST01492,Nails,2024-06-27,169.57
HIST016004,CUST01492,Makeup,2024-07-17,130.39
HIST016005,CUST01492,Makeup,2024-08-07,185.96
HIST016006,CUST01492,Hair Styling,2024-09-15,138.0
HIST016007,CUST01492,Makeup,2024-10-24,156.62
HIST016008,CUST01492,Makeup,2024-11-18,137.11
HIST016009,CUST01492,Facial,2024-12-04,187.0
HIST016010,CUST01492,Makeup,2024-12-22,130.75
HIST016011,CUST01492,Nails,2025-01-30,143.01
HIST016012,CUST01492,Makeup,2025-03-07,158.61
HIST016013,CUST01492,Makeup,2025-04-22,134.25
HIST016014,CUST01492,Makeup,2025-06-06,111.51
HIST016015,CUST01492,Facial,2025-07-02,159.98
HIST016016,CUST01492,Makeup,2025-07-22,143.83
HIST016017,CUST01492,Makeup,2025-08-10,105.19
HIST016018,CUST01492,Makeup,2025-10-06,201.8
HIST016019,CUST01492,Skin Care,2025-10-27,150.79
HIST016020,CUST01493,Spa,2024-08-06,181.66
HIST016021,CUST01493,Spa,2024-10-22,200.95
HIST016022,CUST01493,Spa,2024-12-10,182.75
HIST016023,CUST01493,Aromatherapy,2025-01-15,248.63
HIST016024,CUST01493,Spa,2025-05-04,179.0
HIST016025,CUST01493,Spa,2025-06-30,151.6
HIST016026,CUST01493,Spa,2025-07-27,189.52
HIST016027,CUST01493,Spa,2025-09-29,176.94
HIST016028,CUST01493,Spa,2025-11-15,184.4
HIST016029,CUST01493,Spa,2025-12-21,220.15
HIST016030,CUST01495,Makeup,2024-01-22,270.94
HIST016031,CUST01495,Makeup,2024-02-15,350.33
HIST016032,CUST01495,Makeup,2024-03-13,301.98
HIST016033,CUST01495,Makeup,2024-04-02,379.6
HIST016034,CUST01495,Makeup,2024-04-20,381.69
HIST016035,CUST01495,Makeup,2024-05-08,354.33
HIST016036,CUST01495,Makeup,2024-05-27,276.95
HIST016037,CUST01495,Makeup,2024-07-10,308.23
HIST016038,CUST01495,Makeup,2024-07-30,381.97
HIST016039,CUST01495,Makeup,2024-08-24,459.46
HIST016040,CUST01495,Makeup,2024-09-24,298.87
HIST016041,CUST01495,Makeup,2024-11-17,331.04
HIST016042,CUST01495,Makeup,2024-12-17,300.02
HIST016043,CUST01495,Makeup,2025-01-17,279.49
HIST016044,CUST01495,Makeup,2025-03-05,287.78
HIST016045,CUST01495,Makeup,2025-04-01,320.95
HIST016046,CUST01495,Makeup,2025-05-04,249.91
HIST016047,CUST01495,Makeup,2025-05-21,371.45
HIST016048,CUST01495,Makeup,2025-06-17,311.47
HIST016049,CUST01495,Makeup,2025-07-07,334.47
HIST016050,CUST01495,Makeup,2025-07-29,582.71
HIST016051,CUST01495,Makeup,2025-08-18,264.76
HIST016052,CUST01495,Makeup,2025-09-07,324.74
HIST016053,CUST01495,Skin Care,2025-09-27,368.38
HIST016054,CUST01495,Skin Care,2025-10-19,255.94
HIST016055,CUST01495,Hair Styling,2025-12-01,356.83
HIST016056,CUST01495,Makeup,2025-12-24,291.78
HIST016057,CUST01495,Makeup,2026-01-18,303.83
HIST016058,CUST01495,Makeup,2026-02-07,336.94
HIST016059,CUST01496,Haircut,2024-06-27,200.73
HIST016060,CUST01496,Hair Coloring,2024-09-02,171.65
HIST016061,CUST01496,Haircut,2024-10-19,220.88
HIST016062,CUST01496,Haircut,2024-12-22,189.99
HIST016063,CUST01496,Haircut,2025-03-13,133.19
HIST016064,CUST01496,Haircut,2025-05-23,149.63
HIST016065,CUST01496,Haircut,2025-08-19,168.35
HIST016066,CUST01496,Haircut,2025-10-30,143.2
HIST016067,CUST01496,Haircut,2026-01-05,164.53
HIST016068,CUST01496,Haircut,2026-02-21,177.07
HIST016069,CUST01497,Body Scrub,2024-12-17,151.16
HIST016070,CUST01497,Spa,2025-05-26,123.8
HIST016071,CUST01497,Spa,2025-12-22,143.33
HIST016072,CUST01498,Hair Coloring,2023-10-21,156.58
HIST016073,CUST01498,Hair Coloring,2023-12-04,156.78
HIST016074,CUST01498,Hair Coloring,2024-01-10,151.26
HIST016075,CUST01498,Hair Coloring,2024-02-20,118.75
HIST016076,CUST01498,Hair Coloring,2024-03-25,184.6
HIST016077,CUST01498,Hair Coloring,2024-05-06,158.48
HIST016078,CUST01498,Hair Coloring,2024-07-14,180.86
HIST016079,CUST01498,Hair Coloring,2024-09-16,121.29
HIST016080,CUST01498,Hair Spa,2024-10-13,148.47
HIST016081,CUST01498,Hair Spa,2024-11-22,135.97
HIST016082,CUST01498,Hair Coloring,2025-01-02,134.1
HIST016083,CUST01498,Hair Styling,2025-02-05,145.09
HIST016084,CUST01498,Hair Coloring,2025-04-08,105.19
HIST016085,CUST01498,Hair Coloring,2025-05-09,138.4
HIST016086,CUST01498,Hair Coloring,2025-06-26,141.94
HIST016087,CUST01498,Hair Coloring,2025-07-29,152.14
HIST016088,CUST01499,Massage,2023-12-10,34.78
HIST016089,CUST01499,Massage,2024-02-21,45.52
HIST016090,CUST01499,Massage,2024-04-13,51.18
HIST016091,CUST01499,Massage,2024-08-23,37.86
HIST016092,CUST01499,Massage,2024-10-19,31.67
HIST016093,CUST01499,Massage,2025-03-27,31.59
HIST016094,CUST01499,Massage,2025-06-01,41.71
HIST016095,CUST01500,Spa,2023-09-19,212.1
HIST016096,CUST01500,Spa,2023-10-20,216.87
HIST016097,CUST01500,Spa,2023-12-05,221.96
HIST016098,CUST01500,Spa,2024-01-04,195.47
HIST016099,CUST01500,Spa,2024-03-09,183.2
HIST016100,CUST01500,Spa,2024-04-23,181.97
HIST016101,CUST01500,Facial,2024-07-01,207.29
HIST016102,CUST01500,Spa,2024-08-21,299.66
HIST016103,CUST01500,Spa,2024-11-08,198.67
HIST016104,CUST01500,Spa,2024-12-13,184.89
HIST016105,CUST01500,Body Scrub,2025-01-24,224.22
HIST016106,CUST01500,Spa,2025-02-23,255.05
HIST016107,CUST01500,Massage,2025-04-04,199.82
HIST016108,CUST01500,Spa,2025-05-17,222.57
HIST016109,CUST01500,Spa,2025-08-08,197.48
HIST016110,CUST01500,Massage,2025-09-15,132.19
HIST016111,CUST01500,Aromatherapy,2025-10-23,197.97
HIST016112,CUST01501,Makeup,2024-08-25,50.67
HIST016113,CUST01501,Hair Styling,2024-12-26,40.19
HIST016114,CUST01501,Makeup,2025-05-26,40.92
HIST016115,CUST01502,Facial,2024-04-01,117.91
HIST016116,CUST01502,Skin Care,2024-05-31,62.0
HIST016117,CUST01502,Facial,2024-09-14,99.64
HIST016118,CUST01502,Facial,2024-12-06,120.59
HIST016119,CUST01502,Facial,2025-02-15,86.87
HIST016120,CUST01502,Facial,2025-04-10,80.19
HIST016121,CUST01502,Skin Care,2025-06-04,113.54
HIST016122,CUST01502,Facial,2025-08-16,122.84
HIST016123,CUST01503,Makeup,2023-09-15,183.35
HIST016124,CUST01503,Facial,2023-11-04,154.84
HIST016125,CUST01503,Facial,2023-12-07,141.58
HIST016126,CUST01503,Facial,2024-01-04,151.83
HIST016127,CUST01503,Facial,2024-02-13,137.36
HIST016128,CUST01503,Massage,2024-03-20,149.24
HIST016129,CUST01503,Facial,2024-04-19,183.35
HIST016130,CUST01503,Facial,2024-06-19,180.61
HIST016131,CUST01503,Facial,2024-07-29,129.84
HIST016132,CUST01503,Facial,2024-09-07,158.67
HIST016133,CUST01503,Massage,2024-10-15,133.62
HIST016134,CUST01503,Facial,2024-11-19,136.52
HIST016135,CUST01503,Massage,2024-12-27,181.1
HIST016136,CUST01503,Massage,2025-02-28,110.36
HIST016137,CUST01503,Facial,2025-04-04,159.62
HIST016138,CUST01503,Makeup,2025-04-28,129.05
HIST016139,CUST01503,Facial,2025-06-10,254.12
HIST016140,CUST01503,Facial,2025-07-11,106.75
HIST016141,CUST01503,Spa,2025-09-28,116.86
HIST016142,CUST01505,Haircut,2024-03-31,71.54
HIST016143,CUST01505,Haircut,2024-05-18,78.72
HIST016144,CUST01505,Haircut,2024-08-27,61.73
HIST016145,CUST01505,Haircut,2024-10-17,67.79
HIST016146,CUST01505,Haircut,2025-01-28,73.54
HIST016147,CUST01505,Haircut,2025-04-09,64.02
HIST016148,CUST01505,Hair Styling,2025-06-22,58.41
HIST016149,CUST01506,Haircut,2024-06-29,135.77
HIST016150,CUST01506,Haircut,2024-09-07,86.65
HIST016151,CUST01506,Haircut,2025-01-10,135.1
HIST016152,CUST01506,Haircut,2025-05-17,126.82
HIST016153,CUST01506,Haircut,2025-10-06,156.39
HIST016154,CUST01507,Facial,2024-05-17,90.53
HIST016155,CUST01507,Facial,2024-09-25,88.27
HIST016156,CUST01507,Makeup,2025-03-21,96.58
HIST016157,CUST01507,Facial,2025-05-24,94.68
HIST016158,CUST01508,Makeup,2023-09-18,375.74
HIST016159,CUST01508,Makeup,2023-10-16,166.93
HIST016160,CUST01508,Skin Care,2023-11-03,321.77
HIST016161,CUST01508,Hair Styling,2023-12-11,269.79
HIST016162,CUST01508,Makeup,2024-01-17,301.37
HIST016163,CUST01508,Hair Styling,2024-03-06,403.07
HIST016164,CUST01508,Hair Styling,2024-03-28,223.65
HIST016165,CUST01508,Skin Care,2024-04-18,255.1
HIST016166,CUST01508,Makeup,2024-05-03,308.8
HIST016167,CUST01508,Makeup,2024-05-30,338.53
HIST016168,CUST01508,Facial,2024-07-09,321.25
HIST016169,CUST01508,Hair Styling,2024-08-03,241.6
HIST016170,CUST01508,Makeup,2024-08-19,313.69
HIST016171,CUST01508,Makeup,2024-09-28,263.45
HIST016172,CUST01508,Makeup,2024-10-20,289.09
HIST016173,CUST01508,Makeup,2024-11-21,285.76
HIST016174,CUST01508,Facial,2024-12-16,277.64
HIST016175,CUST01508,Nails,2025-02-07,352.35
HIST016176,CUST01508,Makeup,2025-03-13,288.36
HIST016177,CUST01508,Makeup,2025-04-09,338.97
HIST016178,CUST01508,Makeup,2025-05-19,259.42
HIST016179,CUST01508,Makeup,2025-06-22,287.37
HIST016180,CUST01508,Makeup,2025-08-03,285.61
HIST016181,CUST01508,Makeup,2025-09-02,288.52
HIST016182,CUST01508,Skin Care,2025-10-21,331.05
HIST016183,CUST01508,Makeup,2025-11-20,292.31
HIST016184,CUST01508,Makeup,2025-12-13,229.09
HIST016185,CUST01508,Makeup,2026-02-02,309.23
HIST016186,CUST01509,Makeup,2025-06-06,130.82
HIST016187,CUST01509,Makeup,2025-09-30,148.79
HIST016188,CUST01509,Makeup,2026-01-17,103.79
HIST016189,CUST01510,Hair Coloring,2024-01-21,491.13
HIST016190,CUST01510,Hair Coloring,2024-02-15,251.58
HIST016191,CUST01510,Hair Coloring,2024-03-11,268.36
HIST016192,CUST01510,Hair Coloring,2024-05-02,319.97
HIST016193,CUST01510,Hair Styling,2024-05-26,252.91
HIST016194,CUST01510,Hair Coloring,2024-07-07,321.93
HIST016195,CUST01510,Hair Coloring,2024-08-02,276.38
HIST016196,CUST01510,Hair Coloring,2024-09-02,309.26
HIST016197,CUST01510,Hair Coloring,2024-09-28,318.52
HIST016198,CUST01510,Hair Coloring,2024-11-07,192.63
HIST016199,CUST01510,Hair Styling,2024-12-02,291.46
HIST016200,CUST01510,Keratin Treatment,2024-12-26,320.74
HIST016201,CUST01510,Hair Coloring,2025-01-22,307.85
HIST016202,CUST01510,Hair Coloring,2025-02-24,370.87
HIST016203,CUST01510,Hair Coloring,2025-03-26,276.73
HIST016204,CUST01510,Hair Coloring,2025-05-03,298.74
HIST016205,CUST01510,Hair Spa,2025-06-15,275.64
HIST016206,CUST01510,Hair Coloring,2025-07-07,208.61
HIST016207,CUST01510,Hair Styling,2025-08-03,277.41
HIST016208,CUST01510,Hair Coloring,2025-08-31,317.97
HIST016209,CUST01510,Hair Coloring,2025-10-07,331.48
HIST016210,CUST01510,Hair Coloring,2025-10-26,278.87
HIST016211,CUST01510,Hair Coloring,2025-11-11,479.33
HIST016212,CUST01510,Hair Coloring,2025-12-19,342.53
HIST016213,CUST01510,Hair Coloring,2026-01-19,230.92
HIST016214,CUST01511,Aromatherapy,2023-10-10,181.26
HIST016215,CUST01511,Spa,2023-10-30,212.49
HIST016216,CUST01511,Massage,2023-11-26,166.08
HIST016217,CUST01511,Massage,2023-12-17,327.64
HIST016218,CUST01511,Massage,2024-01-18,163.32
HIST016219,CUST01511,Spa,2024-02-11,152.9
HIST016220,CUST01511,Massage,2024-03-29,231.89
HIST016221,CUST01511,Massage,2024-05-04,161.76
HIST016222,CUST01511,Massage,2024-06-14,173.53
HIST016223,CUST01511,Massage,2024-07-06,196.34
HIST016224,CUST01511,Massage,2024-07-31,192.44
HIST016225,CUST01511,Massage,2024-09-11,213.43
HIST016226,CUST01511,Aromatherapy,2024-10-14,203.67
HIST016227,CUST01511,Spa,2024-12-18,227.75
HIST016228,CUST01511,Body Scrub,2025-01-16,134.52
HIST016229,CUST01511,Body Scrub,2025-02-16,181.09
HIST016230,CUST01511,Massage,2025-03-15,161.91
HIST016231,CUST01511,Massage,2025-04-27,136.77
HIST016232,CUST01511,Massage,2025-05-28,219.99
HIST016233,CUST01511,Massage,2025-06-27,173.22
HIST016234,CUST01511,Body Scrub,2025-09-08,198.39
HIST016235,CUST01511,Reflexology,2025-10-13,168.06
HIST016236,CUST01511,Massage,2025-11-03,182.9
HIST016237,CUST01512,Makeup,2024-06-13,60.36
HIST016238,CUST01512,Makeup,2024-10-06,58.2
HIST016239,CUST01512,Makeup,2024-12-19,65.14
HIST016240,CUST01512,Makeup,2025-03-16,67.52
HIST016241,CUST01512,Skin Care,2025-05-10,46.07
HIST016242,CUST01513,Haircut,2024-05-31,49.14
HIST016243,CUST01513,Haircut,2024-07-22,59.91
HIST016244,CUST01513,Haircut,2024-10-10,56.6
HIST016245,CUST01513,Haircut,2025-01-03,44.82
HIST016246,CUST01513,Keratin Treatment,2025-03-26,75.41
HIST016247,CUST01513,Haircut,2025-05-25,43.69
HIST016248,CUST01514,Spa,2024-04-15,175.75
HIST016249,CUST01514,Massage,2024-06-20,135.51
HIST016250,CUST01514,Aromatherapy,2024-10-22,142.09
HIST016251,CUST01514,Massage,2025-01-20,147.87
HIST016252,CUST01514,Massage,2025-04-03,143.08
HIST016253,CUST01514,Massage,2025-06-01,118.74
HIST016254,CUST01514,Massage,2025-08-10,173.83
HIST016255,CUST01515,Hair Styling,2023-12-08,127.34
HIST016256,CUST01515,Haircut,2024-02-03,134.09
HIST016257,CUST01515,Haircut,2024-03-14,111.71
HIST016258,CUST01515,Haircut,2024-06-23,82.7
HIST016259,CUST01515,Haircut,2024-09-20,88.41
HIST016260,CUST01515,Haircut,2024-12-07,155.02
HIST016261,CUST01515,Haircut,2025-03-10,124.25
HIST016262,CUST01515,Hair Coloring,2025-05-13,110.34
HIST016263,CUST01515,Hair Spa,2025-07-14,141.85
HIST016264,CUST01516,Facial,2023-11-14,110.12
HIST016265,CUST01516,Facial,2023-12-14,72.88
HIST016266,CUST01516,Facial,2024-02-09,113.31
HIST016267,CUST01516,Facial,2024-03-20,169.63
HIST016268,CUST01516,Facial,2024-05-13,116.58
HIST016269,CUST01516,Massage,2024-07-30,95.65
HIST016270,CUST01516,Facial,2024-10-18,95.08
HIST016271,CUST01516,Facial,2024-12-28,80.57
HIST016272,CUST01516,Skin Care,2025-03-21,89.19
HIST016273,CUST01516,Facial,2025-05-27,107.88
HIST016274,CUST01517,Spa,2025-12-24,167.68
HIST016275,CUST01518,Massage,2024-12-11,193.69
HIST016276,CUST01518,Spa,2025-03-21,183.01
HIST016277,CUST01518,Massage,2025-05-23,164.2
HIST016278,CUST01518,Massage,2025-08-22,188.82
HIST016279,CUST01518,Massage,2025-11-16,180.08
HIST016280,CUST01518,Massage,2026-01-12,228.61
HIST016281,CUST01519,Hair Styling,2024-03-05,71.56
HIST016282,CUST01519,Keratin Treatment,2024-06-19,69.62
HIST016283,CUST01519,Haircut,2024-08-11,55.93
HIST016284,CUST01519,Haircut,2024-11-20,56.25
HIST016285,CUST01519,Haircut,2025-03-23,45.25
HIST016286,CUST01519,Haircut,2025-06-04,65.96
HIST016287,CUST01520,Makeup,2023-12-21,9.79
HIST016288,CUST01520,Makeup,2024-03-12,9.75
HIST016289,CUST01520,Makeup,2024-09-24,10.04
HIST016290,CUST01520,Makeup,2025-01-02,9.86
HIST016291,CUST01520,Nails,2025-04-24,10.99
HIST016292,CUST01521,Spa,2026-01-12,209.98
HIST016293,CUST01522,Spa,2024-02-26,199.22
HIST016294,CUST01522,Spa,2024-03-31,218.78
HIST016295,CUST01522,Spa,2024-05-18,220.28
HIST016296,CUST01522,Spa,2024-06-22,347.67
HIST016297,CUST01522,Spa,2024-07-27,276.66
HIST016298,CUST01522,Spa,2024-09-09,224.14
HIST016299,CUST01522,Spa,2024-09-30,216.83
HIST016300,CUST01522,Spa,2024-10-27,223.88
HIST016301,CUST01522,Spa,2024-12-20,184.01
HIST016302,CUST01522,Massage,2025-01-13,169.67
HIST016303,CUST01522,Spa,2025-02-23,218.76
HIST016304,CUST01522,Spa,2025-04-05,162.35
HIST016305,CUST01522,Spa,2025-05-25,251.02
HIST016306,CUST01522,Spa,2025-06-22,269.16
HIST016307,CUST01522,Spa,2025-07-19,286.28
HIST016308,CUST01522,Massage,2025-09-15,224.23
HIST016309,CUST01522,Spa,2025-10-09,243.8
HIST016310,CUST01522,Spa,2025-11-18,193.47
HIST016311,CUST01522,Spa,2025-12-18,195.83
HIST016312,CUST01523,Hair Coloring,2024-12-02,154.84
HIST016313,CUST01523,Hair Coloring,2025-04-13,176.63
HIST016314,CUST01523,Hair Coloring,2025-08-07,173.59
HIST016315,CUST01523,Hair Coloring,2025-11-26,168.66
HIST016316,CUST01523,Hair Coloring,2026-02-27,143.87
HIST016317,CUST01524,Hair Coloring,2024-10-01,192.28
HIST016318,CUST01524,Nail Care,2024-11-25,129.71
HIST016319,CUST01524,Nail Care,2025-02-11,230.59
HIST016320,CUST01524,Hair Coloring,2025-05-10,199.65
HIST016321,CUST01524,Nail Care,2025-07-10,158.72
HIST016322,CUST01524,Nail Care,2026-01-05,176.37
HIST016323,CUST01525,Facial,2024-05-13,178.76
HIST016324,CUST01525,Facial,2024-06-22,296.85
HIST016325,CUST01525,Facial,2024-07-26,182.13
HIST016326,CUST01525,Facial,2024-08-30,209.33
HIST016327,CUST01525,Massage,2024-10-04,158.88
HIST016328,CUST01525,Massage,2024-10-31,171.47
HIST016329,CUST01525,Facial,2024-12-12,176.81
HIST016330,CUST01525,Facial,2025-02-12,159.66
HIST016331,CUST01525,Facial,2025-04-01,235.59
HIST016332,CUST01525,Facial,2025-05-28,210.7
HIST016333,CUST01525,Facial,2025-06-23,245.73
HIST016334,CUST01525,Makeup,2025-08-08,168.81
HIST016335,CUST01525,Facial,2025-10-16,186.91
HIST016336,CUST01525,Facial,2025-11-27,211.25
HIST016337,CUST01527,Hair Coloring,2024-01-09,220.36
HIST016338,CUST01527,Hair Styling,2024-04-13,246.97
HIST016339,CUST01527,Hair Coloring,2024-06-08,165.5
HIST016340,CUST01527,Hair Coloring,2024-08-27,164.21
HIST016341,CUST01527,Keratin Treatment,2024-10-05,224.26
HIST016342,CUST01527,Hair Coloring,2024-11-12,187.1
HIST016343,CUST01527,Hair Coloring,2025-01-22,344.28
HIST016344,CUST01527,Hair Coloring,2025-03-08,155.83
HIST016345,CUST01527,Hair Coloring,2025-05-08,179.64
HIST016346,CUST01527,Hair Coloring,2025-07-30,209.43
HIST016347,CUST01527,Hair Coloring,2025-08-26,180.84
HIST016348,CUST01527,Hair Coloring,2025-11-08,147.74
HIST016349,CUST01529,Haircut,2025-02-07,94.68
HIST016350,CUST01529,Haircut,2025-04-11,97.97
HIST016351,CUST01529,Haircut,2025-07-14,124.23
HIST016352,CUST01529,Haircut,2025-11-25,81.77
HIST016353,CUST01531,Haircut,2023-08-31,218.17
HIST016354,CUST01531,Haircut,2023-09-24,145.76
HIST016355,CUST01531,Haircut,2023-10-26,198.53
HIST016356,CUST01531,Haircut,2023-11-15,293.73
HIST016357,CUST01531,Haircut,2023-12-28,189.66
HIST016358,CUST01531,Haircut,2024-01-26,208.27
HIST016359,CUST01531,Haircut,2024-02-17,132.24
HIST016360,CUST01531,Haircut,2024-04-05,187.99
HIST016361,CUST01531,Keratin Treatment,2024-06-11,163.56
HIST016362,CUST01531,Hair Styling,2024-07-16,174.57
HIST016363,CUST01531,Haircut,2024-09-02,229.72
HIST016364,CUST01531,Hair Styling,2024-10-08,203.92
HIST016365,CUST01531,Hair Spa,2024-11-03,175.03
HIST016366,CUST01531,Haircut,2024-12-10,214.05
HIST016367,CUST01531,Haircut,2025-01-19,157.73
HIST016368,CUST01531,Keratin Treatment,2025-03-15,224.25
HIST016369,CUST01531,Haircut,2025-04-22,183.88
HIST016370,CUST01531,Hair Coloring,2025-06-15,325.63
HIST016371,CUST01531,Haircut,2025-07-15,127.32
HIST016372,CUST01531,Haircut,2025-08-13,189.4
HIST016373,CUST01531,Hair Coloring,2025-09-17,154.0
HIST016374,CUST01531,Haircut,2025-10-30,181.47
HIST016375,CUST01532,Nail Care,2025-09-18,110.7
HIST016376,CUST01533,Nail Care,2024-12-18,92.37
HIST016377,CUST01533,Nail Care,2025-03-13,69.64
HIST016378,CUST01533,Facial,2025-05-26,105.63
HIST016379,CUST01533,Nail Care,2025-08-03,77.88
HIST016380,CUST01534,Massage,2023-10-16,181.03
HIST016381,CUST01534,Massage,2024-01-10,130.93
HIST016382,CUST01534,Massage,2024-04-18,262.88
HIST016383,CUST01534,Spa,2024-07-27,158.41
HIST016384,CUST01534,Spa,2024-10-08,154.17
HIST016385,CUST01534,Massage,2024-12-06,189.66
HIST016386,CUST01534,Massage,2025-01-16,152.27
HIST016387,CUST01534,Massage,2025-03-31,135.09
HIST016388,CUST01534,Massage,2025-06-10,162.59
HIST016389,CUST01534,Body Scrub,2025-07-21,162.0
HIST016390,CUST01535,Haircut,2025-06-28,175.42
HIST016391,CUST01535,Haircut,2025-11-17,174.88
HIST016392,CUST01536,Hair Coloring,2024-07-10,232.78
HIST016393,CUST01536,Hair Coloring,2024-11-28,244.05
HIST016394,CUST01536,Hair Coloring,2025-01-08,148.73
HIST016395,CUST01536,Hair Coloring,2025-04-20,227.74
HIST016396,CUST01536,Hair Styling,2025-07-12,220.52
HIST016397,CUST01536,Hair Coloring,2025-11-13,168.46
HIST016398,CUST01536,Hair Coloring,2026-01-11,200.86
HIST016399,CUST01537,Makeup,2023-07-23,124.95
HIST016400,CUST01537,Makeup,2023-08-18,212.07
HIST016401,CUST01537,Hair Styling,2023-09-05,218.83
HIST016402,CUST01537,Makeup,2023-09-24,206.62
HIST016403,CUST01537,Makeup,2023-10-22,212.96
HIST016404,CUST01537,Skin Care,2023-11-15,187.22
HIST016405,CUST01537,Makeup,2023-12-22,199.61
HIST016406,CUST01537,Makeup,2024-02-26,248.22
HIST016407,CUST01537,Makeup,2024-03-16,234.65
HIST016408,CUST01537,Makeup,2024-04-22,214.95
HIST016409,CUST01537,Makeup,2024-05-15,239.83
HIST016410,CUST01537,Makeup,2024-06-03,246.67
HIST016411,CUST01537,Makeup,2024-06-29,277.38
HIST016412,CUST01537,Makeup,2024-07-15,237.98
HIST016413,CUST01537,Makeup,2024-08-27,245.19
HIST016414,CUST01537,Makeup,2024-10-02,192.53
HIST016415,CUST01537,Makeup,2024-10-30,229.31
HIST016416,CUST01537,Makeup,2024-12-09,217.29
HIST016417,CUST01537,Makeup,2025-01-21,246.25
HIST016418,CUST01537,Makeup,2025-02-20,244.35
HIST016419,CUST01537,Makeup,2025-03-19,243.15
HIST016420,CUST01537,Makeup,2025-04-10,254.21
HIST016421,CUST01537,Makeup,2025-06-02,232.28
HIST016422,CUST01537,Makeup,2025-06-27,194.89
HIST016423,CUST01537,Makeup,2025-07-12,235.53
HIST016424,CUST01537,Makeup,2025-07-27,245.75
HIST016425,CUST01538,Makeup,2024-07-27,185.94
HIST016426,CUST01538,Makeup,2024-11-17,220.43
HIST016427,CUST01538,Makeup,2025-01-11,230.45
HIST016428,CUST01538,Makeup,2025-02-15,223.77
HIST016429,CUST01538,Makeup,2025-06-14,251.96
HIST016430,CUST01538,Makeup,2025-08-11,249.05
HIST016431,CUST01538,Makeup,2025-10-30,200.21
HIST016432,CUST01538,Makeup,2026-02-03,264.83
HIST016433,CUST01538,Nails,2026-03-17,184.9
HIST016434,CUST01539,Hair Coloring,2024-04-01,229.98
HIST016435,CUST01539,Hair Styling,2024-05-28,155.06
HIST016436,CUST01539,Hair Coloring,2024-11-06,173.82
HIST016437,CUST01539,Hair Coloring,2025-01-10,172.95
HIST016438,CUST01539,Hair Coloring,2025-02-27,170.4
HIST016439,CUST01539,Hair Coloring,2025-04-25,214.7
HIST016440,CUST01539,Hair Coloring,2025-07-04,158.5
HIST016441,CUST01539,Keratin Treatment,2025-09-16,199.08
HIST016442,CUST01539,Hair Coloring,2025-10-27,183.4
HIST016443,CUST01539,Hair Coloring,2025-12-13,144.64
HIST016444,CUST01540,Hair Coloring,2023-10-26,373.89
HIST016445,CUST01540,Hair Coloring,2023-11-13,398.38
HIST016446,CUST01540,Hair Coloring,2023-11-29,369.54
HIST016447,CUST01540,Hair Coloring,2024-01-03,351.69
HIST016448,CUST01540,Hair Coloring,2024-02-29,413.37
HIST016449,CUST01540,Hair Coloring,2024-03-21,453.26
HIST016450,CUST01540,Hair Coloring,2024-04-16,397.99
HIST016451,CUST01540,Hair Coloring,2024-05-12,318.63
HIST016452,CUST01540,Hair Coloring,2024-06-12,259.37
HIST016453,CUST01540,Hair Coloring,2024-07-15,615.16
HIST016454,CUST01540,Hair Coloring,2024-08-06,406.23
HIST016455,CUST01540,Hair Coloring,2024-09-24,377.52
HIST016456,CUST01540,Hair Coloring,2024-10-13,427.54
HIST016457,CUST01540,Hair Coloring,2024-11-24,337.39
HIST016458,CUST01540,Hair Coloring,2024-12-15,386.74
HIST016459,CUST01540,Hair Coloring,2024-12-30,387.17
HIST016460,CUST01540,Hair Coloring,2025-01-22,374.27
