Customer_ID,Booking_Frequency,Avg_Spending,Preferred_Service,Review_Text,Last_Activity
CUST01177,10,201.67,Nail Care,The therapist explained each step clearly. There was a moderate delay before the service began. The space looked reasonably maintained. The result was fine for a routine visit. The service was solid and dependable. Visit reference 1177.,2026-03-13
CUST01178,4,177.23,Hair Coloring,Everyone was courteous and patient. A pleasant experience with minor issues. The environment was mostly tidy. Visit reference 1178.,2026-02-23
CUST01179,6,,Haircut,The result was fine for a routine visit. The space looked reasonably maintained. Visit reference 1179.,2025-08-12
CUST01180,5,121.33,Nail Care,The final result looked polished and professional. Excellent service from start to finish. Visit reference 1180.,2025-09-22
CUST01181,5,222.96,Facial,"Cleanliness was acceptable overall. The final result looked polished and professional. Overall, a good visit. The team was professional but distant. There was a moderate delay before the service began. Visit reference 1181.",2026-01-22
CUST01182,8,190.54,Spa,The facility was spotless and comfortable. The appointment went fairly well. I waited a little longer than expected. The final result looked polished and professional. Pricing was standard compared to similar places. The staff were attentive and professional. Visit reference 1182.,2026-01-27
CUST01183,2,120.04,Haircut,The quality of work was inconsistent. The visit was deeply disappointing. The delay was excessive and poorly communicated. Visit reference 1183.,2025-07-09
CUST01184,4,41.11,Haircut,"Pricing was standard compared to similar places. Communication was clear, though not very warm. The experience met basic expectations. The environment was mostly tidy. Service quality was acceptable but not outstanding. The schedule slipped by about fifteen minutes. Visit reference 1184.",2025-06-24
CUST01185,34,435.54,Makeup,The final result looked polished and professional. I left satisfied with the result. There was a moderate delay before the service began. Pricing felt fair for the quality provided. Staff behavior was polite but somewhat rushed. Visit reference 1185.,2026-03-26
CUST01186,11,199.58,Facial,"The schedule slipped by about fifteen minutes. I had a fantastic experience today. Great attention to detail throughout the session. The price was acceptable, though not a bargain. Visit reference 1186.",2026-02-14
CUST01187,28,309.78,Makeup,The staff were attentive and professional. The outcome was decent with room for improvement. The space looked reasonably maintained. Check-in was quick and smooth. Pricing felt fair for the quality provided. A pleasant experience with minor issues. Visit reference 1187.,2026-01-02
CUST01188,0,101.13,Nail Care,"I found the value for money reasonable. The therapist explained each step clearly. Overall, a good visit. I waited a little longer than expected. Visit reference 1188.",2025-12-29
CUST01189,3,214.22,Spa,I was seated almost immediately. Cost was in line with what I expected. The environment was mostly tidy. Everyone was courteous and patient. Visit reference 1189.,2026-02-10
CUST01190,8,213.81,Massage,Everyone was courteous and patient. Great attention to detail throughout the session. There was a moderate delay before the service began. The facility was spotless and comfortable. One of the best appointments I have had. Visit reference 1190.,2025-12-08
CUST01191,3,41.58,Hair Coloring,"Communication was clear, though not very warm. The schedule slipped by about fifteen minutes. The environment was mostly tidy. Cost was in line with what I expected. The appointment did not go as planned. Visit reference 1191.",2025-07-29
CUST01192,9,183.59,Hair Coloring,Check-in was quick and smooth. The staff handled requests adequately. The space looked reasonably maintained. The final result looked polished and professional. Cost was in line with what I expected. Visit reference 1192.,2025-11-23
CUST01193,25,193.13,Hair Coloring,"Service quality was acceptable but not outstanding. The experience met basic expectations. Cost was in line with what I expected. There was a moderate delay before the service began. Communication was clear, though not very warm. The environment was mostly tidy. Visit reference 1193.",2025-09-27
CUST01194,9,83.14,Haircut,There was a moderate delay before the service began. The environment was mostly tidy. Visit reference 1194.,2025-09-29
CUST01195,5,91.49,Facial,Cleanliness was acceptable overall. The result was fine for a routine visit. It was an okay appointment. The team was professional but distant. The schedule slipped by about fifteen minutes. Visit reference 1195.,2025-07-24
CUST01196,5,78.69,Haircut,The quality of work was inconsistent. Pricing was standard compared to similar places. Visit reference 1196.,2025-04-28
CUST01197,12,204.45,Makeup,The facility was spotless and comfortable. I was seated almost immediately. My stylist listened carefully to my preferences. Excellent service from start to finish. Pricing felt fair for the quality provided. Visit reference 1197.,2025-10-13
CUST01198,2,163.52,Massage,I had a fantastic experience today. The final result looked polished and professional. The facility was spotless and comfortable. Cost was in line with what I expected. The staff were attentive and professional. The schedule slipped by about fifteen minutes. Visit reference 1198.,2026-04-10
CUST01199,10,200.96,Nail Care,The final result looked polished and professional. Check-in was quick and smooth. The team made me feel genuinely welcome. Hygiene standards appeared excellent. Visit reference 1199.,2026-01-13
CUST01200,26,280.20,Facial,Everyone was courteous and patient. I found the value for money reasonable. Great attention to detail throughout the session. I was seated almost immediately. Hygiene standards appeared excellent. Excellent service from start to finish. Visit reference 1200.,2026-02-23
CUST01201,2,102.12,Haircut,There was a moderate delay before the service began. The space looked reasonably maintained. Service quality was acceptable. Staff behavior was polite but somewhat rushed. Visit reference 1201.,2025-11-11
CUST01202,11,74.24,Haircut,The appointment did not go as planned. The space looked reasonably maintained. I waited far beyond my appointment time. Staff behavior was polite but somewhat rushed. Visit reference 1202.,2025-05-17
CUST01203,37,338.67,Hair Coloring,"I waited a little longer than expected. Nothing remarkable, just standard service. The price was acceptable, though not a bargain. Staff behavior was polite but somewhat rushed. The space looked reasonably maintained. Visit reference 1203.",2025-10-10
CUST01204,9,87.68,Haircut,I noticed avoidable mistakes in the service. I am very unhappy with this appointment. The waiting time was too long. Visit reference 1204.,2025-06-19
CUST01205,10,,Makeup,The team was professional but distant. The result was fine for a routine visit. The schedule slipped by about fifteen minutes. The experience met basic expectations. Visit reference 1205.,2025-07-10
CUST01206,10,234.47,Massage,The staff were attentive and professional. Great attention to detail throughout the session. Pricing was standard compared to similar places. Visit reference 1206.,2026-03-20
CUST01207,26,211.13,Facial,,2025-10-31
CUST01208,3,209.48,Hair Coloring,Pricing was standard compared to similar places. The treatment rooms were very clean. Everything exceeded my expectations. The therapist explained each step clearly. The service quality was excellent. Waiting time was minimal. Visit reference 1208.,2026-01-18
CUST01209,30,376.92,Spa,Great attention to detail throughout the session. One of the best appointments I have had. Hygiene standards appeared excellent. Visit reference 1209.,2026-01-30
CUST01210,5,63.46,Facial,"The schedule slipped by about fifteen minutes. The price was acceptable, though not a bargain. Communication was clear, though not very warm. The environment was mostly tidy. The experience met basic expectations. Service quality was acceptable but not outstanding. Visit reference 1210.",2025-07-18
CUST01211,5,164.43,Haircut,One of the best appointments I have had. The staff were attentive and professional. Cost was in line with what I expected. The schedule slipped by about fifteen minutes. Visit reference 1211.,2025-12-01
CUST01212,7,38.59,Haircut,I had trouble getting clear answers from the team. The overall experience felt frustrating. The final result did not match what I requested. Cleanliness was acceptable overall. Visit reference 1212.,2025-06-24
CUST01213,7,125.01,Nail Care,I had a fantastic experience today. Waiting time was minimal. The cost matched the overall experience. The service quality was excellent. Hygiene standards appeared excellent. Visit reference 1213.,2025-12-22
CUST01214,6,113.29,Spa,,2026-01-01
CUST01215,2,68.60,Facial,Some areas did not look properly maintained. Service quality was acceptable but not outstanding. The overall experience felt frustrating. Visit reference 1215.,2025-06-13
CUST01216,1,133.95,Haircut,Hygiene standards appeared excellent. I waited a little longer than expected. Great attention to detail throughout the session. I had a fantastic experience today. Visit reference 1216.,2026-01-27
CUST01217,1,39.20,Massage,"There was a moderate delay before the service began. The price was acceptable, though not a bargain. Visit reference 1217.",2025-08-19
CUST01218,2,185.63,Hair Coloring,One of the best appointments I have had. The staff were attentive and professional. Pricing was standard compared to similar places. There was a moderate delay before the service began. Hygiene standards appeared excellent. The service quality was excellent. Visit reference 1218.,2026-02-03
CUST01219,20,238.04,,Pricing felt fair for the quality provided. The service quality was excellent. The schedule slipped by about fifteen minutes. The team made me feel genuinely welcome. The staff were attentive and professional. Visit reference 1219.,2025-12-24
CUST01220,6,65.50,Massage,,2025-08-17
CUST01221,2,69.48,Spa,I waited a little longer than expected. It was an okay appointment. The outcome was decent with room for improvement. Cost was in line with what I expected. The staff handled requests adequately. Visit reference 1221.,2025-08-10
CUST01222,2,10.00,Haircut,The staff seemed distracted and uncoordinated. The final result did not match what I requested. I left feeling frustrated and ignored. I do not think the service justified the cost. The delay was excessive and poorly communicated. Cleanliness standards need improvement. Visit reference 1222.,2025-07-07
CUST01223,4,120.52,Massage,"Communication was clear, though not very warm. Cleanliness was acceptable overall. The outcome was decent with room for improvement. The price was acceptable, though not a bargain. I waited a little longer than expected. Visit reference 1223.",2025-08-21
CUST01224,12,206.93,Hair Coloring,The service quality was excellent. Pricing was standard compared to similar places. Visit reference 1224.,2025-12-23
CUST01225,2,,,"The visit was average. The price was acceptable, though not a bargain. The outcome was decent with room for improvement. Communication was clear, though not very warm. Visit reference 1225.",2025-08-09
CUST01226,2,90.24,Massage,"The space looked reasonably maintained. The price was acceptable, though not a bargain. The waiting time was too long. The result was fine for a routine visit. The staff did not handle feedback well. Visit reference 1226.",2025-06-13
CUST01227,4,175.10,Makeup,My stylist listened carefully to my preferences. The treatment rooms were very clean. There was a moderate delay before the service began. Excellent service from start to finish. The final result looked polished and professional. Cost was in line with what I expected. Visit reference 1227.,2026-02-12
CUST01228,19,196.27,Makeup,I found the value for money reasonable. The service quality was excellent. Check-in was quick and smooth. The facility was spotless and comfortable. Visit reference 1228.,2026-01-11
CUST01229,19,163.00,Facial,I left satisfied with the result. I found the value for money reasonable. Everyone was courteous and patient. Cleanliness was acceptable overall. Service quality was acceptable but not outstanding. Check-in was quick and smooth. Visit reference 1229.,2025-11-16
CUST01230,2,87.84,Spa,Cleanliness was acceptable overall. The schedule slipped by about fifteen minutes. Service quality was acceptable but not outstanding. The team was professional but distant. Visit reference 1230.,2025-05-31
CUST01231,7,90.06,Nail Care,There was a moderate delay before the service began. The space looked reasonably maintained. The team was professional but distant. Cost was in line with what I expected. Visit reference 1231.,2025-07-31
CUST01232,28,334.96,Facial,The staff were attentive and professional. Hygiene standards appeared excellent. The cost matched the overall experience. Visit reference 1232.,2026-02-01
CUST01233,12,195.09,Spa,My stylist listened carefully to my preferences. Excellent service from start to finish. The schedule slipped by about fifteen minutes. I found the value for money reasonable. Visit reference 1233.,2026-01-20
CUST01234,23,207.40,Makeup,"The environment was mostly tidy. I waited a little longer than expected. It was an okay appointment. Service quality was acceptable but not outstanding. Communication was clear, though not very warm. Pricing was standard compared to similar places. Visit reference 1234.",2025-10-27
CUST01235,8,69.33,Facial,Service quality was acceptable. Staff behavior was polite but somewhat rushed. I waited a little longer than expected. The result was fine for a routine visit. Visit reference 1235.,2025-08-03
CUST01236,2,164.40,Facial,I found the value for money reasonable. The service quality was excellent. Hygiene standards appeared excellent. The team made me feel genuinely welcome. Visit reference 1236.,2025-09-19
CUST01237,2,88.83,Nail Care,The overall experience felt frustrating. The interaction felt rushed and impersonal. There was a moderate delay before the service began. Visit reference 1237.,2025-05-30
CUST01238,5,147.82,Haircut,Staff behavior was polite but somewhat rushed. The schedule slipped by about fifteen minutes. Cost was in line with what I expected. The environment was mostly tidy. Service quality was acceptable but not outstanding. The appointment went fairly well. Visit reference 1238.,2026-01-27
CUST01239,3,204.92,Hair Coloring,Excellent service from start to finish. Everyone was courteous and patient. Visit reference 1239.,2026-03-03
CUST01240,2,100.01,Haircut,Pricing was standard compared to similar places. Excellent service from start to finish. The facility was spotless and comfortable. Visit reference 1240.,2025-12-02
CUST01241,1,38.07,Haircut,The final bill felt overpriced. The appointment did not go as planned. Service quality was acceptable but not outstanding. The waiting time was too long. The space looked reasonably maintained. Visit reference 1241.,2025-05-30
CUST01242,4,67.45,Facial,The appointment did not go as planned. Cost was in line with what I expected. There was a moderate delay before the service began. Visit reference 1242.,2025-06-04
CUST01243,4,142.10,Hair Coloring,I found the value for money reasonable. The treatment rooms were very clean. The team made me feel genuinely welcome. Great attention to detail throughout the session. Everyone was courteous and patient. Visit reference 1243.,2026-01-21
CUST01244,26,251.88,Hair Coloring,"The staff were attentive and professional. The price was acceptable, though not a bargain. The treatment rooms were very clean. I waited a little longer than expected. Visit reference 1244.",2025-12-26
CUST01245,10,192.37,Makeup,Everything exceeded my expectations. The treatment rooms were very clean. The schedule slipped by about fifteen minutes. Visit reference 1245.,2025-12-31
CUST01246,2,139.58,Facial,I left satisfied with the result. I waited a little longer than expected. Service quality was acceptable but not outstanding. The treatment rooms were very clean. The team was professional but distant. Visit reference 1246.,2025-11-24
CUST01247,24,202.12,Massage,The cost matched the overall experience. A pleasant experience with minor issues. There was a moderate delay before the service began. The team was professional but distant. Cleanliness was acceptable overall. Visit reference 1247.,2026-02-12
CUST01248,17,182.83,Nail Care,"The team was professional but distant. The experience met basic expectations. There was a moderate delay before the service began. The environment was mostly tidy. The price was acceptable, though not a bargain. The outcome was decent with room for improvement. Visit reference 1248.",2025-07-03
CUST01249,17,111.90,Nail Care,"The environment was mostly tidy. The result was fine for a routine visit. There was a moderate delay before the service began. The experience met basic expectations. Communication was clear, though not very warm. Visit reference 1249.",2025-09-02
CUST01250,9,154.04,Haircut,I waited a little longer than expected. Cost was in line with what I expected. The experience met basic expectations. Staff behavior was polite but somewhat rushed. Visit reference 1250.,2025-08-10
CUST01251,6,143.05,Makeup,I found the value for money reasonable. The therapist explained each step clearly. I had a fantastic experience today. The final result looked polished and professional. Visit reference 1251.,2025-12-21
CUST01252,10,,Spa,Waiting time was minimal. Everyone was courteous and patient. The environment was mostly tidy. The appointment went fairly well. Cost was in line with what I expected. Visit reference 1252.,2026-02-15
CUST01253,18,148.42,Spa,"Cleanliness was acceptable overall. The price was acceptable, though not a bargain. Communication was clear, though not very warm. Visit reference 1253.",2025-11-02
CUST01254,3,42.94,Haircut,The environment was mostly tidy. The appointment did not go as planned. There was a moderate delay before the service began. The quality of work was inconsistent. Visit reference 1254.,2025-06-19
CUST01255,21,,Nail Care,The delay was excessive and poorly communicated. The overall experience felt frustrating. The staff did not handle feedback well. I noticed avoidable mistakes in the service. Visit reference 1255.,2025-07-25
CUST01256,27,263.77,Massage,The visit was average. The environment was mostly tidy. The result was fine for a routine visit. The schedule slipped by about fifteen minutes. Cost was in line with what I expected. Visit reference 1256.,2025-10-23
CUST01257,7,175.84,Hair Coloring,I waited a little longer than expected. Service quality was acceptable but not outstanding. Cleanliness was acceptable overall. Visit reference 1257.,2025-12-23
CUST01258,8,145.90,Spa,I waited a little longer than expected. I found the value for money reasonable. Hygiene standards appeared excellent. The service quality was excellent. One of the best appointments I have had. Visit reference 1258.,2026-01-31
CUST01259,6,74.10,Haircut,I waited a little longer than expected. It was an okay appointment. Service quality was acceptable but not outstanding. Cleanliness was acceptable overall. Visit reference 1259.,2025-08-24
CUST01260,27,356.35,Hair Coloring,My stylist listened carefully to my preferences. I waited a little longer than expected. Everything exceeded my expectations. I found the value for money reasonable. The facility was spotless and comfortable. The service quality was excellent. Visit reference 1260.,2026-03-30
CUST01261,1,76.60,Makeup,Pricing felt fair for the quality provided. A pleasant experience with minor issues. Visit reference 1261.,2025-12-19
CUST01262,24,265.98,Nail Care,There was a moderate delay before the service began. The final result looked polished and professional. The facility was spotless and comfortable. I found the value for money reasonable. Everything exceeded my expectations. Visit reference 1262.,2026-01-11
CUST01263,7,298.05,Massage,"Nothing remarkable, just standard service. Pricing was standard compared to similar places. The result was fine for a routine visit. The schedule slipped by about fifteen minutes. The space looked reasonably maintained. Visit reference 1263.",2025-10-10
CUST01264,8,156.76,Hair Coloring,The delay was excessive and poorly communicated. The environment did not feel as clean as expected. The staff did not handle feedback well. The quality of work was inconsistent. Visit reference 1264.,2025-07-12
CUST01265,25,287.20,Hair Coloring,Check-in was quick and smooth. Great attention to detail throughout the session. The treatment rooms were very clean. Cost was in line with what I expected. Visit reference 1265.,2025-12-17
CUST01266,3,107.39,Nail Care,"Pricing was standard compared to similar places. Nothing remarkable, just standard service. The space looked reasonably maintained. Service quality was acceptable but not outstanding. I waited a little longer than expected. Visit reference 1266.",2025-07-04
CUST01267,4,29.74,Haircut,The final bill felt overpriced. The staff did not handle feedback well. Cleanliness standards need improvement. The quality of work was inconsistent. I am very unhappy with this appointment. I waited far beyond my appointment time. Visit reference 1267.,2025-05-24
CUST01268,4,48.07,Massage,The waiting time was too long. Cleanliness standards need improvement. Visit reference 1268.,2025-06-22
CUST01269,3,135.71,Makeup,Pricing was standard compared to similar places. My stylist listened carefully to my preferences. The schedule slipped by about fifteen minutes. I left satisfied with the result. Visit reference 1269.,2025-12-05
CUST01270,4,288.78,Spa,"My stylist listened carefully to my preferences. The price was acceptable, though not a bargain. Visit reference 1270.",2026-01-05
CUST01271,6,243.40,Spa,The appointment went fairly well. I waited a little longer than expected. Everyone was courteous and patient. Visit reference 1271.,2026-03-07
CUST01272,5,12.65,Facial,I do not think the service justified the cost. The staff seemed distracted and uncoordinated. I waited far beyond my appointment time. Some areas did not look properly maintained. Visit reference 1272.,2025-07-01
CUST01273,7,198.41,Spa,"The facility was spotless and comfortable. Communication was clear, though not very warm. Overall, a good visit. The result was fine for a routine visit. I found the value for money reasonable. Visit reference 1273.",2026-01-04
CUST01274,13,228.21,Spa,The treatment rooms were very clean. One of the best appointments I have had. The service quality was excellent. The staff were attentive and professional. Visit reference 1274.,2025-12-08
CUST01275,6,10.00,Massage,The environment did not feel as clean as expected. Cost was in line with what I expected. The staff handled requests adequately. The overall experience felt frustrating. I waited a little longer than expected. Service quality was acceptable but not outstanding. Visit reference 1275.,2025-08-01
CUST01276,10,97.80,Hair Coloring,"I waited a little longer than expected. The price was acceptable, though not a bargain. Service quality was acceptable. Service quality was acceptable but not outstanding. Cleanliness was acceptable overall. The staff handled requests adequately. Visit reference 1276.",2025-08-10
CUST01277,8,169.92,Massage,The schedule slipped by about fifteen minutes. The service quality was excellent. Excellent service from start to finish. Visit reference 1277.,2025-12-03
CUST01278,3,117.00,Makeup,The space looked reasonably maintained. Pricing was standard compared to similar places. A pleasant experience with minor issues. I waited a little longer than expected. Visit reference 1278.,2025-12-30
CUST01279,8,36.99,Facial,Some areas did not look properly maintained. The staff seemed distracted and uncoordinated. The waiting time was too long. Visit reference 1279.,2025-05-10
CUST01280,5,154.86,Facial,Hygiene standards appeared excellent. Great attention to detail throughout the session. Everything exceeded my expectations. Visit reference 1280.,2026-02-12
CUST01281,8,160.75,Spa,One of the best appointments I have had. The cost matched the overall experience. My stylist listened carefully to my preferences. The final result looked polished and professional. Visit reference 1281.,2025-12-19
CUST01282,5,68.04,Facial,The team was professional but distant. The quality of work was inconsistent. The pricing felt high for what I received. I expected better organization and communication. The environment did not feel as clean as expected. Visit reference 1282.,2025-03-29
CUST01283,15,87.87,Haircut,The result was fine for a routine visit. The team was professional but distant. Pricing was standard compared to similar places. Visit reference 1283.,2025-08-24
CUST01284,5,73.56,Facial,The environment was mostly tidy. Pricing was standard compared to similar places. The schedule slipped by about fifteen minutes. Service quality was acceptable but not outstanding. Visit reference 1284.,2025-06-07
CUST01285,5,70.59,Haircut,,2025-11-02
CUST01286,30,385.93,Makeup,The space looked reasonably maintained. Waiting time was minimal. I left satisfied with the result. Visit reference 1286.,2025-12-15
CUST01287,4,86.54,Spa,,2025-11-20
CUST01288,2,113.05,Haircut,The experience met basic expectations. I waited a little longer than expected. The environment was mostly tidy. Pricing was standard compared to similar places. The result was fine for a routine visit. The staff handled requests adequately. Visit reference 1288.,2025-09-24
CUST01289,7,95.84,Haircut,"The schedule slipped by about fifteen minutes. I left satisfied with the result. Communication was clear, though not very warm. The facility was spotless and comfortable. The result was fine for a routine visit. Pricing was standard compared to similar places. Visit reference 1289.",2026-01-10
CUST01290,1,116.08,Hair Coloring,I left satisfied with the result. Waiting time was minimal. Staff behavior was polite but somewhat rushed. Service quality was acceptable but not outstanding. Visit reference 1290.,2025-12-07
CUST01291,10,124.77,Spa,"Everything exceeded my expectations. The price was acceptable, though not a bargain. The final result looked polished and professional. The schedule slipped by about fifteen minutes. The facility was spotless and comfortable. Visit reference 1291.",2025-12-19
CUST01292,27,334.54,Hair Coloring,"The team made me feel genuinely welcome. The facility was spotless and comfortable. Great attention to detail throughout the session. I was seated almost immediately. The price was acceptable, though not a bargain. The staff were attentive and professional. Visit reference 1292.",2026-03-04
CUST01293,9,72.87,Spa,"The team was professional but distant. The result was fine for a routine visit. Service quality was acceptable. The space looked reasonably maintained. I waited a little longer than expected. The price was acceptable, though not a bargain. Visit reference 1293.",2025-08-28
CUST01294,1,65.27,Haircut,The delay was excessive and poorly communicated. The environment did not feel as clean as expected. The pricing felt high for what I received. The quality of work was inconsistent. The interaction felt rushed and impersonal. The service quality was far below acceptable. Visit reference 1294.,2025-05-19
CUST01295,1,37.04,Massage,"The space looked reasonably maintained. Cost was in line with what I expected. The result was fine for a routine visit. Nothing remarkable, just standard service. Communication was clear, though not very warm. The schedule slipped by about fifteen minutes. Visit reference 1295.",2025-06-23
CUST01296,20,199.44,Massage,"I left satisfied with the result. Service quality was acceptable but not outstanding. The environment was mostly tidy. The schedule slipped by about fifteen minutes. Cost was in line with what I expected. Communication was clear, though not very warm. Visit reference 1296.",2025-11-12
CUST01297,30,244.46,Facial,"Service quality was acceptable but not outstanding. The team was professional but distant. Nothing remarkable, just standard service. I waited a little longer than expected. Visit reference 1297.",2025-09-15
CUST01298,1,69.98,Spa,Cost was in line with what I expected. I waited a little longer than expected. The experience met basic expectations. The team was professional but distant. Cleanliness was acceptable overall. Visit reference 1298.,2025-09-15
CUST01299,9,211.41,Spa,The space looked reasonably maintained. Service quality was acceptable but not outstanding. There was a moderate delay before the service began. The team was professional but distant. I found the value for money reasonable. The service was solid and dependable. Visit reference 1299.,2026-02-23
CUST01300,5,132.74,Makeup,Great attention to detail throughout the session. Cost was in line with what I expected. The treatment rooms were very clean. The therapist explained each step clearly. One of the best appointments I have had. Visit reference 1300.,2026-03-03
CUST01301,9,189.66,Spa,Cost was in line with what I expected. Everyone was courteous and patient. The treatment rooms were very clean. Great attention to detail throughout the session. Excellent service from start to finish. Visit reference 1301.,2026-02-13
CUST01302,7,275.53,Makeup,"There was a moderate delay before the service began. Communication was clear, though not very warm. Service quality was acceptable but not outstanding. The appointment did not go as planned. I do not think the service justified the cost. Visit reference 1302.",2025-07-04
CUST01303,4,142.08,Haircut,"I had a fantastic experience today. Check-in was quick and smooth. The price was acceptable, though not a bargain. The final result looked polished and professional. Visit reference 1303.",2025-11-16
CUST01304,2,62.28,Haircut,"Cleanliness was acceptable overall. The schedule slipped by about fifteen minutes. The team was professional but distant. The price was acceptable, though not a bargain. Service quality was acceptable. Visit reference 1304.",2025-10-09
CUST01305,13,170.44,Makeup,"The service quality was excellent. Waiting time was minimal. The team was professional but distant. Overall, a good visit. Visit reference 1305.",2025-12-26
CUST01306,16,174.92,Hair Coloring,"The price was acceptable, though not a bargain. The service quality was excellent. Check-in was quick and smooth. Visit reference 1306.",2026-01-31
CUST01307,20,267.09,Makeup,"The price was acceptable, though not a bargain. The result was fine for a routine visit. The treatment rooms were very clean. Visit reference 1307.",2026-01-03
CUST01308,7,127.85,Haircut,I had trouble getting clear answers from the team. The visit was deeply disappointing. Cleanliness standards need improvement. Visit reference 1308.,2025-05-06
CUST01309,27,162.23,Massage,Pricing was standard compared to similar places. Service quality was acceptable but not outstanding. The waiting time was too long. The staff seemed distracted and uncoordinated. Visit reference 1309.,2025-05-10
CUST01310,7,151.82,Facial,Hygiene standards appeared excellent. My stylist listened carefully to my preferences. I waited a little longer than expected. Great attention to detail throughout the session. I had a fantastic experience today. Cost was in line with what I expected. Visit reference 1310.,2026-01-05
CUST01311,12,65.21,Haircut,The interaction felt rushed and impersonal. The waiting time was too long. I am very unhappy with this appointment. Some areas did not look properly maintained. The quality of work was inconsistent. Visit reference 1311.,2025-06-04
CUST01312,9,148.30,,"The outcome was decent with room for improvement. The experience met basic expectations. There was a moderate delay before the service began. The staff handled requests adequately. The price was acceptable, though not a bargain. The space looked reasonably maintained. Visit reference 1312.",2025-07-10
CUST01313,5,137.83,Makeup,,2025-12-29
CUST01314,7,157.43,Facial,The service quality was excellent. The schedule slipped by about fifteen minutes. The treatment rooms were very clean. The therapist explained each step clearly. Pricing felt fair for the quality provided. Everything exceeded my expectations. Visit reference 1314.,2025-12-30
CUST01315,11,172.82,Facial,My stylist listened carefully to my preferences. Waiting time was minimal. A pleasant experience with minor issues. Visit reference 1315.,2025-09-17
CUST01316,10,89.57,,"I noticed avoidable mistakes in the service. The price was acceptable, though not a bargain. The staff seemed distracted and uncoordinated. I was disappointed with several parts of the visit. The delay was excessive and poorly communicated. Visit reference 1316.",2025-05-17
CUST01317,1,39.33,Hair Coloring,,2025-09-04
CUST01318,2,129.64,Massage,The staff handled requests adequately. Waiting time was minimal. Cost was in line with what I expected. The facility was spotless and comfortable. The service quality was excellent. The appointment went fairly well. Visit reference 1318.,2026-01-05
CUST01319,6,13.27,Facial,The environment did not feel as clean as expected. I noticed avoidable mistakes in the service. The staff seemed distracted and uncoordinated. The final bill felt overpriced. The visit was deeply disappointing. Visit reference 1319.,2025-08-10
CUST01320,15,171.07,Haircut,"The environment was mostly tidy. The final result looked polished and professional. The appointment went fairly well. Communication was clear, though not very warm. Visit reference 1320.",2025-12-25
CUST01321,20,368.83,Spa,"The price was acceptable, though not a bargain. Everyone was courteous and patient. The treatment rooms were very clean. Great attention to detail throughout the session. The appointment went fairly well. Visit reference 1321.",2026-04-08
CUST01322,5,68.56,Hair Coloring,Service quality was acceptable but not outstanding. Cost was in line with what I expected. The appointment did not go as planned. The staff did not handle feedback well. Cleanliness was acceptable overall. There was a moderate delay before the service began. Visit reference 1322.,2025-07-11
CUST01323,26,335.02,Hair Coloring,My stylist listened carefully to my preferences. The service quality was excellent. Hygiene standards appeared excellent. Check-in was quick and smooth. One of the best appointments I have had. Visit reference 1323.,2026-03-23
CUST01324,8,80.41,Haircut,"The appointment did not go as planned. The price was acceptable, though not a bargain. The final result did not match what I requested. The waiting time was too long. The environment did not feel as clean as expected. Visit reference 1324.",2025-07-19
CUST01325,26,282.88,,My stylist listened carefully to my preferences. The schedule slipped by about fifteen minutes. I found the value for money reasonable. The facility was spotless and comfortable. Visit reference 1325.,2025-12-31
CUST01326,16,211.74,Spa,Cleanliness was acceptable overall. The result was fine for a routine visit. Check-in was quick and smooth. Pricing was standard compared to similar places. The therapist explained each step clearly. Visit reference 1326.,2026-02-09
CUST01327,6,156.31,Massage,"Communication was clear, though not very warm. The schedule slipped by about fifteen minutes. The space looked reasonably maintained. The outcome was decent with room for improvement. Pricing was standard compared to similar places. Visit reference 1327.",2025-10-07
CUST01328,19,110.45,Nail Care,I had trouble getting clear answers from the team. The environment did not feel as clean as expected. I am very unhappy with this appointment. I waited far beyond my appointment time. Visit reference 1328.,2025-04-04
CUST01329,2,117.79,Hair Coloring,Cleanliness was acceptable overall. The service was solid and dependable. There was a moderate delay before the service began. Pricing was standard compared to similar places. Visit reference 1329.,2025-11-17
CUST01330,5,121.26,Spa,Pricing felt fair for the quality provided. There was a moderate delay before the service began. The final result looked polished and professional. The team was professional but distant. The service was solid and dependable. Visit reference 1330.,2025-10-25
CUST01331,6,135.26,Haircut,,2025-09-17
CUST01332,9,95.65,Facial,,2025-11-22
CUST01333,9,,Facial,Staff behavior was polite but somewhat rushed. The cost matched the overall experience. The schedule slipped by about fifteen minutes. The final result looked polished and professional. A pleasant experience with minor issues. Visit reference 1333.,2025-11-13
CUST01334,17,71.42,Makeup,The waiting time was too long. The final result did not match what I requested. I left feeling frustrated and ignored. The interaction felt rushed and impersonal. Visit reference 1334.,2025-04-21
CUST01335,8,174.53,Haircut,I waited a little longer than expected. I had a fantastic experience today. Everyone was courteous and patient. Great attention to detail throughout the session. The facility was spotless and comfortable. Visit reference 1335.,2026-01-05
CUST01336,19,217.74,Hair Coloring,The schedule slipped by about fifteen minutes. The staff were attentive and professional. Hygiene standards appeared excellent. Pricing felt fair for the quality provided. The service quality was excellent. Visit reference 1336.,2026-01-10
CUST01337,13,204.56,Makeup,Excellent service from start to finish. The therapist explained each step clearly. The facility was spotless and comfortable. Visit reference 1337.,2026-01-10
CUST01338,21,229.33,Spa,I had a fantastic experience today. The treatment rooms were very clean. I was seated almost immediately. Visit reference 1338.,2026-03-24
